"key","ratings_avg","ratings_std","hygiene_avg","hygiene_std","r_value","std_err","len(val)"
"Bakeries",3.969326113116722,0.8012267138829844,4.388447653429603,1.0071997720580779,0.008039703231123747,0.03380142983932398,1385
"Pizza",3.716156369600871,0.7566400359131015,4.210497539639147,1.18121770143998,-0.028968062019063028,0.03650808561381055,1829
"Seafood",4.044333333333335,0.6825627904910748,4.36,1.049528994888236,0.024975733003816288,0.07262352567897357,450
"French",3.996952595936794,0.6013686159085851,4.27313769751693,1.0854572624585659,-0.010655447919383611,0.08594646495181688,443
"Leisure Centers",3.896388888888889,0.6555750350213237,4.583333333333333,0.7293452162347022,0.014862746930028994,0.0833782465012793,180
"Zoos",4.184782608695655,0.5774321183409747,4.63768115942029,0.7415419597371613,0.14789465130708793,0.15516546026399172,69
"Adult Education",3.9318181818181817,0.8209674800537382,4.818181818181818,0.6492207662311681,0.04070292130243612,0.17668163052963473,22
"Vietnamese",3.8319940476190486,0.6371911732238689,3.392857142857143,1.3716331692622514,-0.06256596292161933,0.20484255979411312,112
"Gas & Service Stations",3.4444915254237287,1.0605959289495943,4.47457627118644,0.9541334200025471,-0.16197562035122293,0.08242462733506717,118
"British",3.875429248075778,0.742452886502236,4.330965068087626,1.0079584226188358,0.014650819223526195,0.023362853426085028,3378
"Chocolatiers & Shops",4.177830940988836,0.8371461578804696,4.636363636363637,0.7588824456615058,0.2177726775889084,0.06149469465578724,209
"Dance Clubs",3.5540976058931864,0.7259438083061847,4.323204419889502,0.8999464116534205,0.13151848852060394,0.06476994225095069,362
"Tapas/Small Plates",4.104237288135593,0.5675391523560754,4.296610169491525,0.9325500125989362,0.07448370247769326,0.15213854626583634,118
"Arcades",3.553225806451613,0.9519873511519898,4.580645161290323,0.8337321279561345,-0.26247199365294466,0.15692657457765463,31
"Gluten-Free",3.834158415841583,0.7042632093001366,4.455445544554456,1.0100951085035126,-0.16800992462865078,0.1420993229269653,101
"Cosmetics & Beauty Supply",3.8189320388349524,0.671656281463833,4.766990291262136,0.6712382919395575,-0.08389127436800703,0.09909125432919114,103
"Malaysian",3.9625000000000004,0.4977363531757824,3.272727272727273,1.4672738537789975,0.17115889454858021,0.44815755608079433,44
"Women's Clothing",3.878431372549019,0.7280281521948944,4.588235294117647,0.9737026680733439,-0.1314672957974633,0.1894062202554693,51
"Parks",4.175142857142856,0.5886515895481393,4.554285714285714,0.898361319973478,0.00120097548552019,0.11602975059408563,175
"Soccer",3.9571428571428564,0.8573957960127914,4.535714285714286,0.8652886742561227,-0.1977149041941882,0.19401445344073007,28
"Portuguese",3.9100502512562816,0.5289941233237887,4.582914572864322,0.9307205549982089,-0.08810755447805689,0.12486567425002187,199
"Accessories",4.1269230769230765,0.46724041934260735,4.6923076923076925,1.0658774200423862,-0.23049810445546895,0.6692923112899166,13
"Peruvian",4.017857142857143,0.2595374614146309,4.285714285714286,0.7953949089757174,-0.24962176125929555,0.8566857375704569,14
"Shopping",3.807692307692307,0.829004536000895,4.576923076923077,0.7929049280033963,0.20169932686089656,0.09275669821403032,104
"Hospitals",3.8788732394366194,0.8427470997117728,4.845070422535211,0.4161489212026523,-0.00029695905072315345,0.041733755710066996,142
"Donuts",3.9980000000000007,0.7019230727081137,4.68,0.8352245207128439,0.5276809366958107,0.21075790196272612,25
"Jazz & Blues",4.0587719298245615,0.30391540552428276,3.973684210526316,1.1118226407514529,0.04611339486964359,0.6090729396609046,38
"Delis",4.180098039215686,0.6283774894563097,4.205882352941177,1.0264944657035193,0.07013864912577052,0.07229916147977965,510
"Hot Dogs",3.865217391304348,0.5626866420032084,3.652173913043478,1.3707724148203866,-0.1030572066148544,0.5287744888909485,23
"Flowers & Gifts",3.948529411764705,0.7839835395666281,4.529411764705882,0.8823529411764706,0.32638740487156603,0.18806184749136484,34
